host_is_superhost,host_identity_verified,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,Number of amenities,guests_included,price_per_extra_person,minimum_nights,number_of_reviews,number_days_btw_first_last_review,review_scores_rating,cancellation_policy,neighbourhood_cleansed_Back Bay,neighbourhood_cleansed_Bay Village,neighbourhood_cleansed_Beacon Hill,neighbourhood_cleansed_Brighton,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Chinatown,neighbourhood_cleansed_Dorchester,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_East Boston,neighbourhood_cleansed_Fenway,neighbourhood_cleansed_Hyde Park,neighbourhood_cleansed_Jamaica Plain,neighbourhood_cleansed_Leather District,neighbourhood_cleansed_Longwood Medical Area,neighbourhood_cleansed_Mattapan,neighbourhood_cleansed_Mission Hill,neighbourhood_cleansed_North End,neighbourhood_cleansed_Roslindale,neighbourhood_cleansed_Roxbury,neighbourhood_cleansed_South Boston,neighbourhood_cleansed_South Boston Waterfront,neighbourhood_cleansed_South End,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Roxbury,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Villa,property_type_unkown
0,1,-0.3412334094970133,1.2616102787677341,0,1.0965103773570868,1.569919758488791,0.9996751007840194,1.3332673590509174,4,-0.7787619983516908,-0.40617898105331585,-0.5735217291822945,-0.23296226040999837,-0.5157927048785798,-0.6849489345199619,0.8693638368704976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,-0.2970430254223105,1.1259655470484518,1,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,0.051294701615753266,-0.40617898105331585,0.46491947757525504,-0.12558728747556416,0.34892189195390083,-0.06343587631126239,0.40085737103765023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0.23345627555191867,0.4876046777067348,0,0.5394105572908356,-0.44190633428489506,0.9996751007840194,0.3756550064762401,4,0.8813514015831974,0.5167190142532138,0.9841400809540297,-0.12558728747556416,0.4326039497118828,-0.21403327118490878,0.16660413812122662,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.3157810385034617,-0.29430663018853376,0,0.5394105572908356,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,-0.5712478233598298,-0.40617898105331585,-0.5735217291822945,-0.23296226040999837,6.485606127539247,1.822617211868214,-1.7074217252101624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1.1542320031145386,0.9929521172771267,0,1.653610197423338,-0.44190633428489506,0.9996751007840194,0.3756550064762401,4,0.8813514015831974,2.362515004866273,0.7245297792646425,-0.12558728747556416,0.7952261999964715,0.06803803984827018,0.7522372204122857,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-1.1290090027242008,-1.1675643028294322,0,1.653610197423338,1.569919758488791,0.9996751007840194,1.3332673590509174,4,1.2963797515669193,2.362515004866273,0.20530917588586764,-0.23296226040999837,-0.5436867241312404,-0.6849489345199619,0.28373075457943847,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0.20395581499298018,0.2784107507796219,0,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,-0.7787619983516908,-0.40617898105331585,-0.5735217291822945,-0.23296226040999837,-0.29264055085729446,0.04652412629489213,0.28373075457943847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.053932287436696875,0.28735398794505357,0,0.5394105572908356,1.569919758488791,0.9996751007840194,0.3756550064762401,4,1.7114081015506415,2.362515004866273,4.618684304605454,-0.23296226040999837,4.811964972379608,2.197915481632698,0.517983987495862,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.609186308721723,0.3025447332990111,0,-0.5747890828416665,-0.44190633428489506,-1.651915145218796,-0.5819573460984373,4,-0.15621947337610775,-0.40617898105331585,-0.5735217291822945,-0.12558728747556416,-0.23685251235197316,-0.5415228441641081,-0.653282177086256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.772938007941325,0.19040183374053665,1,0.5394105572908356,-0.44190633428489506,-0.3261200222173882,0.3756550064762401,4,-0.3637336483679688,0.5167190142532138,-0.054301125803519756,-0.12558728747556416,-0.2647465316046338,-0.4339532763972178,-1.4731684922937387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,-1.2548402710515238,-0.5372411838370517,1,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,-0.3637336483679688,0.5167190142532138,-0.5735217291822945,-0.12558728747556416,0.6278620844805075,1.8584737344571773,0.28373075457943847,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-0.9786867556655446,-0.5639905210199064,0,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,0.6738372265913364,-0.40617898105331585,2.022581287711579,-0.23296226040999837,-0.5157927048785798,-0.6849489345199619,0.8693638368704976,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.7542581889474924,0.21888304602365038,1,-1.1318889029079178,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,-1.4013045233272738,-0.40617898105331585,-0.5735217291822945,-0.12558728747556416,-0.5157927048785798,-0.6849489345199619,-1.4731684922937387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0.9763720796287926,0.5294800142682019,0,1.0965103773570868,1.569919758488791,0.9996751007840194,1.3332673590509174,4,0.8813514015831974,-0.40617898105331585,-0.5735217291822945,-0.018212314541129933,-0.5436867241312404,-0.6849489345199619,0.28373075457943847,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.4596890581887106,0.0650552204811401,0,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,0.051294701615753266,-0.40617898105331585,-0.5735217291822945,-0.018212314541129933,-0.12527643534133048,-0.09690196406096159,0.7522372204122857,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.1439730997646265,-0.5405349359846687,0,0.5394105572908356,1.569919758488791,0.9996751007840194,0.3756550064762401,4,-0.5712478233598298,-0.40617898105331585,-0.5735217291822945,-0.018212314541129933,-0.40421662786793716,2.649707666253637,-1.4731684922937387,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-0.060458385796130394,0.09263860064491396,0,2.210710017489589,1.569919758488791,2.3254702237854272,1.3332673590509174,4,0.6738372265913364,3.2854130001728024,4.618684304605454,0.08916265839330428,-0.5157927048785798,-0.6849489345199619,0.28373075457943847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.39648596178542683,0.0021138399983720094,0,0.5394105572908356,-0.44190633428489506,-0.3261200222173882,0.3756550064762401,4,-0.3637336483679688,-0.40617898105331585,-0.5735217291822945,-0.12558728747556416,0.09787571867995484,0.25927282698940846,0.04947752166301483,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.027296800192438738,0.3065915162217666,0,0.5394105572908356,-0.44190633428489506,-0.3261200222173882,0.3756550064762401,4,-0.5712478233598298,-0.40617898105331585,-0.5735217291822945,-0.23296226040999837,0.09787571867995484,0.22341630440044505,0.517983987495862,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.46047103588954197,1.2222865077313119,0,1.653610197423338,1.569919758488791,2.3254702237854272,1.3332673590509174,4,0.6738372265913364,-0.40617898105331585,-0.5735217291822945,-0.018212314541129933,-0.5436867241312404,-0.6849489345199619,0.28373075457943847,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.9792487122512045,1.7660764713951653,1,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,2.3339506265262244,-0.40617898105331585,-0.5735217291822945,-0.23296226040999837,0.4604979689645435,-0.2666228376487218,0.40085737103765023,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0.1309299529391597,0.11415850428370573,0,-0.01768926277541543,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,1.2963797515669193,0.5167190142532138,0.7245297792646425,-0.018212314541129933,0.2931338534485795,2.384369399095308,0.40085737103765023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.004950432424512709,-2.112180651674883,0,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,-0.7787619983516908,-0.40617898105331585,-0.5735217291822945,-0.23296226040999837,-0.5436867241312404,-0.6849489345199619,0.28373075457943847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0.7308584205878803,0.4270888792009819,0,-1.1318889029079178,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,-1.6088186983191348,-0.40617898105331585,-0.5735217291822945,-0.018212314541129933,-0.5436867241312404,-0.6849489345199619,0.28373075457943847,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-0.6668798816559413,0.7929495672633537,0,1.653610197423338,-0.44190633428489506,2.3254702237854272,1.3332673590509174,4,-0.9862761733435519,1.4396170095597434,-0.054301125803519756,-0.12558728747556416,-0.20895849309931247,0.7397502296815185,-0.06764909479519698,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-1.2985136251396592,-1.5918685992446462,1,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,-1.1937903483354129,-0.40617898105331585,-0.5735217291822945,-0.23296226040999837,-0.06948839683600916,2.116640697097714,0.16660413812122662,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0.16744610032691704,-0.3185595794506312,1,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,-0.9862761733435519,0.5167190142532138,-0.054301125803519756,-0.23296226040999837,-0.5157927048785798,-0.6849489345199619,0.8693638368704976,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.8443541414492461,0.575632093595595,0,-0.01768926277541543,-0.44190633428489506,-1.651915145218796,0.3756550064762401,4,-0.5712478233598298,-0.40617898105331585,-0.5735217291822945,-0.23296226040999837,6.206665935012641,1.3588728530509537,-1.4731684922937387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.0586928221293839,0.9405445561194151,0,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,-1.1937903483354129,-0.40617898105331585,-0.5735217291822945,-0.018212314541129933,-0.4321106471205978,-0.6227976286990919,0.8693638368704976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.18313872429844996,0.6581197417837815,1,-0.5747890828416665,1.569919758488791,-0.3261200222173882,-0.5819573460984373,4,1.9189222765425025,0.5167190142532138,-0.5735217291822945,-0.23296226040999837,-0.20895849309931247,-0.6084550196635066,0.8693638368704976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.0419690549516352,0.7430836843136854,0,1.653610197423338,3.581745851262477,2.3254702237854272,1.3332673590509174,4,0.6738372265913364,4.208310995479332,2.022581287711579,-0.12558728747556416,-0.15317045459399115,1.0457258891073398,-0.653282177086256,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0.8834494080924138,0.5221834937031538,1,-1.1318889029079178,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,0.4663230515994753,-0.40617898105331585,-0.5735217291822945,-0.12558728747556416,-0.5157927048785798,-0.6849489345199619,0.8693638368704976,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.7834877311117531,0.6483651067808471,0,-0.5747890828416665,-0.44190633428489506,-1.651915145218796,-0.5819573460984373,4,-0.7787619983516908,-0.40617898105331585,-0.5735217291822945,0.41128757719660697,-0.5436867241312404,-0.6849489345199619,0.28373075457943847,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-1.7223531779261692,0.5639022279304755,1,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,0.4663230515994753,-0.40617898105331585,-0.5735217291822945,-0.12558728747556416,-0.23685251235197316,0.6895510980569697,-1.2389152593773152,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,-0.34307879646244194,0.8858664205895685,1,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,-3.061417923262162,-0.40617898105331585,1.7629709860221918,-0.018212314541129933,0.5720740459751862,0.4505076141305468,-0.1847757112534088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0.6580195095011738,0.7748289867947719,0,0.5394105572908356,-0.44190633428489506,0.9996751007840194,0.3756550064762401,4,1.9189222765425025,-0.40617898105331585,-0.5735217291822945,-0.23296226040999837,2.3851852973981296,0.47202152768392486,0.04947752166301483,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-2.0364098962619765,-1.466934382763152,0,0.5394105572908356,-0.44190633428489506,-0.3261200222173882,0.3756550064762401,4,-0.15621947337610775,-0.40617898105331585,-0.5735217291822945,-0.23296226040999837,-0.5436867241312404,-0.6849489345199619,0.28373075457943847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-1.1959527266494008,-0.5791149256701602,0,0.5394105572908356,-0.44190633428489506,0.9996751007840194,0.3756550064762401,4,-0.15621947337610775,0.5167190142532138,1.243750382643417,-0.12558728747556416,-0.40421662786793716,0.20668326052559546,0.28373075457943847,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.6064447632497473,0.8047732029611222,0,1.653610197423338,1.569919758488791,0.9996751007840194,1.3332673590509174,3,1.0888655765750583,-0.40617898105331585,-0.5735217291822945,-0.23296226040999837,-0.34842858936261584,-0.5893315409493927,0.04947752166301483,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.3978795525196739,0.8170912044790452,2,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,-1.6088186983191348,-0.40617898105331585,2.022581287711579,0.1965376313277385,-0.15317045459399115,-0.1399297911677177,0.517983987495862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0.4664136643719364,0.678247447483079,0,1.0965103773570868,1.569919758488791,0.9996751007840194,0.3756550064762401,4,1.0888655765750583,-0.40617898105331585,-0.5735217291822945,-0.12558728747556416,-0.5436867241312404,-0.6849489345199619,0.28373075457943847,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-0.6607438694850244,-0.9330862752224939,1,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,-0.5712478233598298,-1.3290769763598453,-0.5735217291822945,-0.12558728747556416,-0.40421662786793716,-0.11124457309654696,0.8693638368704976,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,-2.336824822632772,-1.7732680039605333,1,-0.5747890828416665,1.569919758488791,-0.3261200222173882,-0.5819573460984373,4,1.5038939265587805,-0.40617898105331585,0.20530917588586764,-0.23296226040999837,0.014193660921972842,0.954889365215299,0.517983987495862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,-0.19420994240556094,1.1525761428559553,0,-0.5747890828416665,-0.44190633428489506,-1.651915145218796,-0.5819573460984373,4,-0.5712478233598298,-0.40617898105331585,-0.5735217291822945,-0.23296226040999837,-0.5157927048785798,-0.6849489345199619,0.28373075457943847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0.7245036958879306,0.4813676947261911,1,-0.5747890828416665,-0.44190633428489506,-0.3261200222173882,-0.5819573460984373,4,0.051294701615753266,-0.40617898105331585,-0.5735217291822945,-0.23296226040999837,0.09787571867995484,0.04652412629489213,0.6351106039540739,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.34157836418461707,1.3621674761134033,0,0.5394105572908356,1.569919758488791,0.9996751007840194,0.3756550064762401,4,0.6738372265913364,-0.40617898105331585,-0.5735217291822945,-0.12558728747556416,-0.23685251235197316,-0.47937153834323815,0.6351106039540739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,-1.2525618815238193,-0.8228072942797986,0,1.653610197423338,1.569919758488791,2.3254702237854272,2.290879711625595,4,0.4663230515994753,-0.40617898105331585,-0.5735217291822945,-0.018212314541129933,-0.5436867241312404,-0.6849489345199619,0.28373075457943847,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0.9880752101673811,0.8662436059184078,0,-0.5747890828416665,-0.44190633428489506,0.9996751007840194,0.3756550064762401,4,-1.4013045233272738,-0.40617898105331585,-0.5735217291822945,-0.23296226040999837,-0.5436867241312404,-0.6849489345199619,0.28373075457943847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.5142300931177161,-1.3245276834566027,0,2.210710017489589,-0.44190633428489506,0.9996751007840194,1.3332673590509174,4,2.1264364515343637,1.4396170095597434,0.46491947757525504,-0.12558728747556416,0.8231202192491321,1.0003076271613194,0.04947752166301483,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-0.1381334972761074,1.44827866629297,1,-0.01768926277541543,-0.44190633428489506,-0.3261200222173882,0.3756550064762401,4,0.8813514015831974,0.5167190142532138,1.243750382643417,-0.23296226040999837,2.1341391241241836,2.061660695794637,0.6351106039540739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-1.0266724453941363,-1.0108965848572489,0,1.653610197423338,-0.44190633428489506,2.3254702237854272,1.3332673590509174,4,1.2963797515669193,4.208310995479332,0.7245297792646425,-0.23296226040999837,-0.3763226086152765,-0.013236744686713585,0.8693638368704976,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
